misra1,misra2,Poetry
غریب دل نے بہت آرزوئیں پیدا کیں ,مگر نصیب کا لکھا کہ سب کا خون ہوا ,غریب دل نے بہت آرزوئیں پیدا کیں  مگر نصیب کا لکھا کہ سب کا خون ہوا 
وہ اپنے حسن سے واقف میں اپنی عقل سے سیر ,انہوں نے ہوش سنبھالا مجھے جنون ہوا ,وہ اپنے حسن سے واقف میں اپنی عقل سے سیر  انہوں نے ہوش سنبھالا مجھے جنون ہوا 
امید چشم مروت کہاں رہی باقی ,ذریعہ باتوں کا جب صرف ٹیلیفون ہوا ,امید چشم مروت کہاں رہی باقی  ذریعہ باتوں کا جب صرف ٹیلیفون ہوا 
نگاہ گرم کرسمس میں بھی رہی ہم پر ,ہمارے حق میں دسمبر بھی ماہ جون ہوا ,نگاہ گرم کرسمس میں بھی رہی ہم پر  ہمارے حق میں دسمبر بھی ماہ جون ہوا 
ضد ہے انہیں پورا مرا ارماں نہ کریں گے ,منہ سے جو نہیں نکلی ہے اب ہاں نہ کریں گے ,ضد ہے انہیں پورا مرا ارماں نہ کریں گے  منہ سے جو نہیں نکلی ہے اب ہاں نہ کریں گے 
کیوں زلف کا بوسہ مجھے لینے نہیں دیتے ,کہتے ہیں کہ واللہ پریشاں نہ کریں گے ,کیوں زلف کا بوسہ مجھے لینے نہیں دیتے  کہتے ہیں کہ واللہ پریشاں نہ کریں گے 
ہے ذہن میں اک بات تمہارے متعلق ,خلوت میں جو پوچھو گے تو پنہاں نہ کریں گے ,ہے ذہن میں اک بات تمہارے متعلق  خلوت میں جو پوچھو گے تو پنہاں نہ کریں گے 
واعظ تو بناتے ہیں مسلمان کو کافر ,افسوس یہ کافر کو مسلماں نہ کریں گے ,واعظ تو بناتے ہیں مسلمان کو کافر  افسوس یہ کافر کو مسلماں نہ کریں گے 
کیوں شکر گزاری کا مجھے شوق ہے اتنا ,سنتا ہوں وہ مجھ پر کوئی احساں نہ کریں گے ,کیوں شکر گزاری کا مجھے شوق ہے اتنا  سنتا ہوں وہ مجھ پر کوئی احساں نہ کریں گے 
دیوانہ نہ سمجھے ہمیں وہ سمجھے شرابی ,اب چاک کبھی جیب و گریباں نہ کریں گے ,دیوانہ نہ سمجھے ہمیں وہ سمجھے شرابی  اب چاک کبھی جیب و گریباں نہ کریں گے 
وہ جانتے ہیں غیر مرے گھر میں ہے مہماں ,آئیں گے تو مجھ پر کوئی احساں نہ کریں گے ,وہ جانتے ہیں غیر مرے گھر میں ہے مہماں  آئیں گے تو مجھ پر کوئی احساں نہ کریں گے 
بٹھائی جائیں گی پردے میں بیبیاں کب تک ,بنے رہو گے تم اس ملک میں میاں کب تک ,بٹھائی جائیں گی پردے میں بیبیاں کب تک  بنے رہو گے تم اس ملک میں میاں کب تک 
حرم سرا کی حفاظت کو تیغ ہی نہ رہی ,تو کام دیں گی یہ چلمن کی تیلیاں کب تک ,حرم سرا کی حفاظت کو تیغ ہی نہ رہی  تو کام دیں گی یہ چلمن کی تیلیاں کب تک 
میاں سے بی بی ہیں پردہ ہے ان کو فرض مگر ,میاں کا علم ہی اٹھا تو پھر میاں کب تک ,میاں سے بی بی ہیں پردہ ہے ان کو فرض مگر  میاں کا علم ہی اٹھا تو پھر میاں کب تک 
طبیعتوں کا نمو ہے ہوائے مغرب میں ,یہ غیرتیں یہ حرارت یہ گرمیاں کب تک ,طبیعتوں کا نمو ہے ہوائے مغرب میں  یہ غیرتیں یہ حرارت یہ گرمیاں کب تک 
عوام باندھ لیں دوہر تو تھرڈ وانٹر میں ,سکنڈ‌ و فرسٹ کی ہوں بند کھڑکیاں کب تک ,عوام باندھ لیں دوہر تو تھرڈ وانٹر میں  سکنڈ‌ و فرسٹ کی ہوں بند کھڑکیاں کب تک 
جو منہ دکھائی کی رسموں پہ ہے مصر ابلیس ,چھپیں گی حضرت حوا کی بیٹیاں کب تک ,جو منہ دکھائی کی رسموں پہ ہے مصر ابلیس  چھپیں گی حضرت حوا کی بیٹیاں کب تک 
جناب حضرت اکبرؔ ہیں حامئ پردہ ,مگر وہ کب تک اور ان کی رباعیاں کب تک ,جناب حضرت اکبرؔ ہیں حامئ پردہ  مگر وہ کب تک اور ان کی رباعیاں کب تک 
تری زلفوں میں دل الجھا ہوا ہے ,بلا کے پیچ میں آیا ہوا ہے ,تری زلفوں میں دل الجھا ہوا ہے  بلا کے پیچ میں آیا ہوا ہے 
نہ کیوں کر بوئے خوں نامے سے آئے ,اسی جلاد کا لکھا ہوا ہے ,نہ کیوں کر بوئے خوں نامے سے آئے  اسی جلاد کا لکھا ہوا ہے 
چلے دنیا سے جس کی یاد میں ہم ,غضب ہے وہ ہمیں بھولا ہوا ہے ,چلے دنیا سے جس کی یاد میں ہم  غضب ہے وہ ہمیں بھولا ہوا ہے 
کہوں کیا حال اگلی عشرتوں کا ,وہ تھا اک خواب جو بھولا ہوا ہے ,کہوں کیا حال اگلی عشرتوں کا  وہ تھا اک خواب جو بھولا ہوا ہے 
جفا ہو یا وفا ہم سب میں خوش ہیں ,کریں کیا اب تو دل اٹکا ہوا ہے ,جفا ہو یا وفا ہم سب میں خوش ہیں  کریں کیا اب تو دل اٹکا ہوا ہے 
ہوئی ہے عشق ہی سے حسن کی قدر ,ہمیں سے آپ کا شہرا ہوا ہے ,ہوئی ہے عشق ہی سے حسن کی قدر  ہمیں سے آپ کا شہرا ہوا ہے 
بتوں پر رہتی ہے مائل ہمیشہ ,طبیعت کو خدایا کیا ہوا ہے ,بتوں پر رہتی ہے مائل ہمیشہ  طبیعت کو خدایا کیا ہوا ہے 
پریشاں رہتے ہو دن رات اکبرؔ ,یہ کس کی زلف کا سودا ہوا ہے ,پریشاں رہتے ہو دن رات اکبرؔ  یہ کس کی زلف کا سودا ہوا ہے 
امید ٹوٹی ہوئی ہے میری جو دل مرا تھا وہ مر چکا ہے ,جو زندگانی کو تلخ کر دے وہ وقت مجھ پر گزر چکا ہے ,امید ٹوٹی ہوئی ہے میری جو دل مرا تھا وہ مر چکا ہے  جو زندگانی کو تلخ کر دے وہ وقت مجھ پر گزر چکا ہے 
اگرچہ سینے میں سانس بھی ہے نہیں طبیعت میں جان باقی ,اجل کو ہے دیر اک نظر کی فلک تو کام اپنا کر چکا ہے ,اگرچہ سینے میں سانس بھی ہے نہیں طبیعت میں جان باقی  اجل کو ہے دیر اک نظر کی فلک تو کام اپنا کر چکا ہے 
غریب خانے کی یہ اداسی یہ نا درستی نہیں قدیمی ,چہل پہل بھی کبھی یہاں تھی کبھی یہ گھر بھی سنور چکا ہے ,غریب خانے کی یہ اداسی یہ نا درستی نہیں قدیمی  چہل پہل بھی کبھی یہاں تھی کبھی یہ گھر بھی سنور چکا ہے 
یہ سینہ جس میں یہ داغ میں اب مسرتوں کا کبھی تھا مخزن ,وہ دل جو ارمان سے بھرا تھا خوشی سے اس میں ٹھہر چکا ہے ,یہ سینہ جس میں یہ داغ میں اب مسرتوں کا کبھی تھا مخزن  وہ دل جو ارمان سے بھرا تھا خوشی سے اس میں ٹھہر چکا ہے 
غریب اکبر کے گرد کیوں میں خیال واعظ سے کوئی کہہ دے ,اسے ڈراتے ہو موت سے کیا وہ زندگی ہی سے ڈر چکا ہے ,غریب اکبر کے گرد کیوں میں خیال واعظ سے کوئی کہہ دے  اسے ڈراتے ہو موت سے کیا وہ زندگی ہی سے ڈر چکا ہے 
ہر قدم کہتا ہے تو آیا ہے جانے کے لیے ,منزل ہستی نہیں ہے دل لگانے کے لیے ,ہر قدم کہتا ہے تو آیا ہے جانے کے لیے  منزل ہستی نہیں ہے دل لگانے کے لیے 
کیا مجھے خوش آئے یہ حیرت سرائے بے ثبات ,ہوش اڑنے کے لیے ہے جان جانے کے لیے ,کیا مجھے خوش آئے یہ حیرت سرائے بے ثبات  ہوش اڑنے کے لیے ہے جان جانے کے لیے 
دل نے دیکھا ہے بساط قوت ادراک کو ,کیا بڑھے اس بزم میں آنکھیں اٹھانے کے لیے ,دل نے دیکھا ہے بساط قوت ادراک کو  کیا بڑھے اس بزم میں آنکھیں اٹھانے کے لیے 
خوب امیدیں بندھیں لیکن ہوئیں حرماں نصیب ,بدلیاں اٹھیں مگر بجلی گرانے کے لیے ,خوب امیدیں بندھیں لیکن ہوئیں حرماں نصیب  بدلیاں اٹھیں مگر بجلی گرانے کے لیے 
سانس کی ترکیب پر مٹی کو پیار آ ہی گیا ,خود ہوئی قید اس کو سینے سے لگانے کے لیے ,سانس کی ترکیب پر مٹی کو پیار آ ہی گیا  خود ہوئی قید اس کو سینے سے لگانے کے لیے 
جب کہا میں نے بھلا دو غیر کو ہنس کر کہا ,یاد پھر مجھ کو دلانا بھول جانے کے لیے ,جب کہا میں نے بھلا دو غیر کو ہنس کر کہا  یاد پھر مجھ کو دلانا بھول جانے کے لیے 
دیدہ بازی وہ کہاں آنکھیں رہا کرتی ہیں بند ,جان ہی باقی نہیں اب دل لگانے کے لیے ,دیدہ بازی وہ کہاں آنکھیں رہا کرتی ہیں بند  جان ہی باقی نہیں اب دل لگانے کے لیے 
مجھ کو خوش آئی ہے مستی شیخ جی کو فربہی ,میں ہوں پینے کے لیے اور وہ ہیں کھانے کے لیے ,مجھ کو خوش آئی ہے مستی شیخ جی کو فربہی  میں ہوں پینے کے لیے اور وہ ہیں کھانے کے لیے 
اللہ اللہ کے سوا آخر رہا کچھ بھی نہ یاد ,جو کیا تھا یاد سب تھا بھول جانے کے لیے ,اللہ اللہ کے سوا آخر رہا کچھ بھی نہ یاد  جو کیا تھا یاد سب تھا بھول جانے کے لیے 
سر کہاں کے ساز کیسا کیسی بزم سامعین ,جوش دل کافی ہے اکبرؔ تان اڑانے کے لیے ,سر کہاں کے ساز کیسا کیسی بزم سامعین  جوش دل کافی ہے اکبرؔ تان اڑانے کے لیے 
درد تو موجود ہے دل میں دوا ہو یا نہ ہو ,بندگی حالت سے ظاہر ہے خدا ہو یا نہ ہو ,درد تو موجود ہے دل میں دوا ہو یا نہ ہو  بندگی حالت سے ظاہر ہے خدا ہو یا نہ ہو 
جھومتی ہے شاخ گل کھلتے ہیں غنچے دم بہ دم ,با اثر گلشن میں تحریک صبا ہو یا نہ ہو ,جھومتی ہے شاخ گل کھلتے ہیں غنچے دم بہ دم  با اثر گلشن میں تحریک صبا ہو یا نہ ہو 
وجد میں لاتے ہیں مجھ کو بلبلوں کے زمزمے ,آپ کے نزدیک با معنی صدا ہو یا نہ ہو ,وجد میں لاتے ہیں مجھ کو بلبلوں کے زمزمے  آپ کے نزدیک با معنی صدا ہو یا نہ ہو 
کر دیا ہے زندگی نے بزم ہستی میں شریک ,اس کا کچھ مقصود کوئی مدعا ہو یا نہ ہو ,کر دیا ہے زندگی نے بزم ہستی میں شریک  اس کا کچھ مقصود کوئی مدعا ہو یا نہ ہو 
کیوں سول سرجن کا آنا روکتا ہے ہم نشیں ,اس میں ہے اک بات آنر کی شفا ہو یا نہ ہو ,کیوں سول سرجن کا آنا روکتا ہے ہم نشیں  اس میں ہے اک بات آنر کی شفا ہو یا نہ ہو 
مولوی صاحب نہ چھوڑیں گے خدا گو بخش دے ,گھیر ہی لیں گے پولس والے سزا ہو یا نہ ہو ,مولوی صاحب نہ چھوڑیں گے خدا گو بخش دے  گھیر ہی لیں گے پولس والے سزا ہو یا نہ ہو 
ممبری سے آپ پر تو وارنش ہو جائے گی ,قوم کی حالت میں کچھ اس سے جلا ہو یا نہ ہو ,ممبری سے آپ پر تو وارنش ہو جائے گی  قوم کی حالت میں کچھ اس سے جلا ہو یا نہ ہو 
معترض کیوں ہو اگر سمجھے تمہیں صیاد دل ,ایسے گیسو ہوں تو شبہ دام کا ہو یا نہ ہو ,معترض کیوں ہو اگر سمجھے تمہیں صیاد دل  ایسے گیسو ہوں تو شبہ دام کا ہو یا نہ ہو 
رنگ شراب سے مری نیت بدل گئی ,واعظ کی بات رہ گئی ساقی کی چل گئی ,رنگ شراب سے مری نیت بدل گئی  واعظ کی بات رہ گئی ساقی کی چل گئی 
تیار تھے نماز پہ ہم سن کے ذکر حور ,جلوہ بتوں کا دیکھ کے نیت بدل گئی ,تیار تھے نماز پہ ہم سن کے ذکر حور  جلوہ بتوں کا دیکھ کے نیت بدل گئی 
مچھلی نے ڈھیل پائی ہے لقمے پہ شاد ہے ,صیاد مطمئن ہے کہ کانٹا نگل گئی ,مچھلی نے ڈھیل پائی ہے لقمے پہ شاد ہے  صیاد مطمئن ہے کہ کانٹا نگل گئی 
چمکا ترا جمال جو محفل میں وقت شام ,پروانہ بیقرار ہوا شمع جل گئی ,چمکا ترا جمال جو محفل میں وقت شام  پروانہ بیقرار ہوا شمع جل گئی 
عقبیٰ کی باز پرس کا جاتا رہا خیال ,دنیا کی لذتوں میں طبیعت بہل گئی ,عقبیٰ کی باز پرس کا جاتا رہا خیال  دنیا کی لذتوں میں طبیعت بہل گئی 
حسرت بہت ترقیٔ دختر کی تھی انہیں ,پردہ جو اٹھ گیا تو وہ آخر نکل گئی ,حسرت بہت ترقیٔ دختر کی تھی انہیں  پردہ جو اٹھ گیا تو وہ آخر نکل گئی 
کیا جانیے سید تھے حق آگاہ کہاں تک ,سمجھے نہ کہ سیدھی ہے مری راہ کہاں تک ,کیا جانیے سید تھے حق آگاہ کہاں تک  سمجھے نہ کہ سیدھی ہے مری راہ کہاں تک 
